DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European American and African American Populations.	Asthma	819 African American non-allergic asthma cases, 2,218 African American allergic asthma cases 4,360 African American controls, 808 European American non-allergic asthma cases, 1,464 European American allergic asthma cases, 11,975 European American controls	NA	Affymetrix, Illumina [NR] (imputed)	49	asthma	http://www.ebi.ac.uk/efo/EFO_0000270	GCST003831	Genome-wide genotyping array
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European American and African American Populations.	Asthma (childhood onset)	1,181 African American allergic asthma child cases, 498 African American non-allergic asthma child cases, 2,993 African American child controls, 998 European American allergic asthma child cases, 182 European American non-allergic asthma child cases, 4,097 European American child controls.	NA	Affymetrix, Illumina [NR] (imputed)	27	asthma	http://www.ebi.ac.uk/efo/EFO_0000270	GCST003832	Genome-wide genotyping array
2017-10-20	28869590	Zhao W	2017-09-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28869590	Identification of new susceptibility loci for type 2 diabetes and shared etiological pathways with coronary heart disease.	Type 2 diabetes	6,353 South Asian ancestry cases, 7,179 South Asian ancestry controls, 3,871 European ancestry cases, 16,427 European ancestry controls, 34,840 cases, 114,981 controls	7,888 South Asian ancestry cases, 20,679 South Asian ancestry controls, 387 European ancestry cases, 2,092 European ancestry controls, 19,998 East Asian ancestry cases, 30,983 East Asian ancestry controls	Affymetrix, Illumina [NR] (imputed)	157	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST004894	Genome-wide genotyping array
2018-04-30	28714976	Sims R	2017-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28714976	Rare coding variants in PLCG2, ABI3, and TREM2 implicate microglial-mediated innate immunity in Alzheimer's disease.	Alzheimer's disease (late onset)	up to 16,097 European ancestry cases, up to 18,077 European ancestry controls	up to 20,693 European ancestry cases, up to 30,266 European ancestry controls	Illumina [241551]	17	late-onset Alzheimers disease	http://www.ebi.ac.uk/efo/EFO_1001870	GCST005549	Exome genotyping array
2017-03-21	28173075	Niu N	2016-09-11	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28173075	Metformin pharmacogenomics: a genome-wide association study to identify genetic and epigenetic biomarkers involved in metformin anticancer response using human lymphoblastoid cell lines.	Response to metformin (IC50)	up to 96 African American lymphoblastoid cell lines, up to 96 Han Chinese American lymphoblastoid cell lines, up to 96 European ancestry lymphoblastoid cell lines	NA	Affymetrix, Illumina [~ 6700000] (imputed)	12	cytotoxicity measurement, response to metformin	http://www.ebi.ac.uk/efo/EFO_0006952, http://purl.obolibrary.org/obo/GO_1901558	GCST003791	Genome-wide genotyping array
2018-09-20	28869591	Kemp JP	2017-09-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28869591	Identification of 153 new loci associated with heel bone mineral density and functional involvement of GPC6 in osteoporosis.	Heel bone mineral density	76,067 European ancestry women, 66,420 European ancestry men	NA	NR [17166351] (imputed)	766	heel bone mineral density	http://www.ebi.ac.uk/efo/EFO_0009270	GCST006288	Genome-wide genotyping array
2017-09-22	28762467	Wadelius M	2017-08-01	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/28762467	Sulfasalazine-Induced Agranulocytosis Is Associated With the Human Leukocyte Antigen Locus.	Sulfasalazine-induced agranulocytosis	36 European ancestry cases, 5,170 European ancestry untreated controls	NA	Illumina [9380034] (imputed)	32	drug-induced agranulocytosis, response to sulfasalazine	http://purl.obolibrary.org/obo/HP_0012235, http://www.ebi.ac.uk/efo/EFO_0008324	GCST004781	Genome-wide genotyping array
2018-06-21	27362418	Zhang H	2016-06-30	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/27362418	A Powerful Procedure for Pathway-Based Meta-analysis Using Summary Statistics Identifies 43 Pathways Associated with Type II Diabetes in European Populations.	Type 2 diabetes	19,809 European ancestry cases, 111,181 European ancestry controls	6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls	NR [up to 2500000] (imputed)	1	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	GCST005716	Genome-wide genotyping array
2017-09-29	28775256	Kawashima-Kumagai K	2017-08-03	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/28775256	A genome-wide association study identified a novel genetic loci STON1-GTF2A1L/LHCGR/FSHR for bilaterality of neovascular age-related macular degeneration.	Laterality in neovascular age-related macular degeneration	803 Japanese ancestry unilateral cases, 321 Japanese ancestry bilateral cases	132 Japanese ancestry unilateral cases, 36 Japanese ancestry bilateral cases, 78 Asian ancestry unilateral cases, 24 Asian ancestry bilateral cases	Illumina [581252]	3	laterality measurement, wet macular degeneration	http://www.ebi.ac.uk/efo/EFO_0008372, http://www.ebi.ac.uk/efo/EFO_0004683	GCST004813	Genome-wide genotyping array
2017-09-15	28757204	Manousaki D	2017-07-21	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28757204	Low-Frequency Synonymous Coding Variation in CYP2R1 Has Large Effects on Vitamin D Levels and Risk of Multiple Sclerosis.	Vitamin D levels	2,619 whole genome sequenced European ancestry individuals, up to 38,213 European ancestry individuals, 1,442 individuals	NA	Affymetrix, Illumina [11026511] (imputed)	16	vitamin D measurement	http://www.ebi.ac.uk/efo/EFO_0004631	GCST004726	Genome-wide genotyping array
2018-02-28	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Systemic sclerosis	1,833 European ancestry cases, 3,466 European ancestry controls, 291 African American cases, 260 African American controls	NA	Illumina [~ 2500000] (imputed)	6	systemic scleroderma	http://www.ebi.ac.uk/efo/EFO_0000717	GCST005336	Genome-wide genotyping array
2018-02-28	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Limited cutaneous systemic scleroderma	1,087 European ancestry cases, 3,466 European ancestry controls, 82 African American cases, 260 African American controls	NA	Illumina [~ 2500000] (imputed)	6	limited scleroderma	http://www.ebi.ac.uk/efo/EFO_1001017	GCST005334	Genome-wide genotyping array
2018-02-28	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Diffuse cutaneous systemic sclerosis	574 European ancestry cases, 3,466 European ancestry controls, 201 African American cases, 260 African American controls	NA	Illumina [~ 2500000] (imputed)	3	diffuse scleroderma	http://www.ebi.ac.uk/efo/EFO_0000404	GCST005335	Genome-wide genotyping array
2018-02-28	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Systemic sclerosis (anti-centromere-positive)	671 European ancestry cases, 3,466 European ancestry controls, 21 African American cases, 260 African American controls	NA	Illumina [~ 2500000] (imputed)	2	anti-centromere-antibody-positive systemic scleroderma	http://www.ebi.ac.uk/efo/EFO_0008536	GCST005333	Genome-wide genotyping array
2018-02-28	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Systemic sclerosis (anti-topoisomerase-positive)	347 European ancestry cases, 3,466 European ancestry controls, 69 African American cases, 260 African American controls	NA	Illumina [~ 2500000] (imputed)	2	anti-topoisomerase-I-antibody-positive systemic scleroderma	http://www.ebi.ac.uk/efo/EFO_0008537	GCST005332	Genome-wide genotyping array
2018-04-30	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Systemic sclerosis	1,833 European ancestry cases, 3,466 European ancestry controls, 291 African American cases, 260 African American controls	NA	Illumina [126270]	10	systemic scleroderma	http://www.ebi.ac.uk/efo/EFO_0000717	GCST005554	Targeted genotyping array [Immunochip]
2018-04-30	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Limited cutaneous systemic scleroderma	1,087 European ancestry cases, 3,466 European ancestry controls, 82 African American cases, 260 African American controls	NA	Illumina [126270]	8	limited scleroderma	http://www.ebi.ac.uk/efo/EFO_1001017	GCST005555	Targeted genotyping array [Immunochip]
2018-04-30	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Diffuse cutaneous systemic sclerosis	574 European ancestry cases, 3,466 European ancestry controls, 201 African American cases, 260 African American controls	NA	Illumina [126270]	3	diffuse scleroderma	http://www.ebi.ac.uk/efo/EFO_0000404	GCST005553	Targeted genotyping array [Immunochip]
2018-04-30	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Systemic sclerosis (anti-centromere-positive)	671 European ancestry cases, 3,466 European ancestry controls, 21 African American cases, 260 African American controls	NA	Illumina [126270]	3	anti-centromere-antibody-positive systemic scleroderma	http://www.ebi.ac.uk/efo/EFO_0008536	GCST005552	Targeted genotyping array [Immunochip]
2018-04-30	29293537	Gorlova OY	2018-01-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29293537	Gene-level association analysis of systemic sclerosis: A comparison of African-Americans and White populations.	Systemic sclerosis (anti-topoisomerase-positive)	347 European ancestry cases, 3,466 European ancestry controls, 69 African American cases, 260 African American controls	NA	Illumina [126270]	4	anti-topoisomerase-I-antibody-positive systemic scleroderma	http://www.ebi.ac.uk/efo/EFO_0008537	GCST005551	Targeted genotyping array [Immunochip]
2018-07-12	29773799	Horikoshi M	2018-05-17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29773799	Elucidating the genetic architecture of reproductive ageing in the Japanese population.	Menopause (age at onset)	43,861 Japanese ancestry women	32,545 European ancestry women	Illumina [at least 532488] (imputed)	36	age at menopause	http://www.ebi.ac.uk/efo/EFO_0004704	GCST005863	Genome-wide genotyping array
2018-07-12	29773799	Horikoshi M	2018-05-17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29773799	Elucidating the genetic architecture of reproductive ageing in the Japanese population.	Menarche (age at onset)	67,029 Japanese ancestry women	73,397 European ancestry women	Illumina [at least 532488] (imputed)	31	age at menarche	http://www.ebi.ac.uk/efo/EFO_0004703	GCST005867	Genome-wide genotyping array
2018-07-12	29773799	Horikoshi M	2018-05-17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29773799	Elucidating the genetic architecture of reproductive ageing in the Japanese population.	Early age at menarche	15,709 Japanese ancestry early age at menarche individuals, 14,557 Japanese ancestry median age at menarche individuals	NA	Illumina [at least 532488] (imputed)	1	age at menarche	http://www.ebi.ac.uk/efo/EFO_0004703	GCST005865	Genome-wide genotyping array
2018-07-12	29773799	Horikoshi M	2018-05-17	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29773799	Elucidating the genetic architecture of reproductive ageing in the Japanese population.	Late age at menarche	10,875 Japanese ancestry late age at menarche individuals, 14,557 Japanese ancestry median age at menarche individuals	NA	Illumina [at least 532488] (imputed)	0	age at menarche	http://www.ebi.ac.uk/efo/EFO_0004703	GCST005864	Genome-wide genotyping array
2018-01-18	29263402	Han Y	2017-12-20	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29263402	Genome-wide association study identifies a missense variant at APOA5 for coronary artery disease in Multi-Ethnic Cohorts from Southeast Asia.	Coronary artery disease	1,778 Chinese ancestry cases, 391 Malay ancestry cases, 5,164 Chinese ancestry controls, 2,212 Malay ancestry controls	291 Asian Indian cases, 1,848 Asian Indian controls	Illumina [at least 5827330] (imputed)	2	coronary artery disease	http://www.ebi.ac.uk/efo/EFO_0000378	GCST005172	Genome-wide genotyping array
2018-07-23	29296746	Ma Q	2017-06-19	Blood Adv	www.ncbi.nlm.nih.gov/pubmed/29296746	Genetic variants in ADAMTS13 as well as smoking are major determinants of plasma ADAMTS13 levels.	ADAMTS13 levels	3,238 European ancestry individuals	NA	Illumina [5821939] (imputed)	4	a disintegrin and metalloproteinase with thrombospondin motifs 13	http://www.ebi.ac.uk/efo/EFO_0008011	GCST005945	Genome-wide genotyping array
2017-10-13	28870582	Wang XF	2017-08-01	J Neurol Sci	www.ncbi.nlm.nih.gov/pubmed/28870582	Linking Alzheimer's disease and type 2 diabetes: Novel shared susceptibility genes detected by cFDR approach.	Alzheimer's disease or type 2 diabetes (pleiotropy)	17,008 European ancestry Alzheimer's disease cases, 12,171 European ancestry type II diabetes cases, 94,016 European ancestry controls	NA	NR [262661] (imputed)	0	Alzheimer's disease, type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0001360	GCST004880	Genome-wide genotyping array
2017-08-16	27500523	Zhou K	2016-09-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27500523	Variation in the glucose transporter gene SLC2A2 is associated with glycemic response to metformin.	Response to metformin in type 2 diabetes (HbA1c reduction)	1,372 European ancestry individuals	9,184 European ancestry individuals, 1,196 African American ancestry individuals, 627 Asian American individuals, 743 Latino individuals	NR [705124]	1	A1C measurement, type II diabetes mellitus, response to metformin	http://www.ebi.ac.uk/efo/EFO_0004541, http://www.ebi.ac.uk/efo/EFO_0001360, http://purl.obolibrary.org/obo/GO_1901558	GCST004522	Genome-wide genotyping array
2017-10-05	28869801	Takahashi Y	2017-09-04	Cancer Sci	www.ncbi.nlm.nih.gov/pubmed/28869801	Japanese genome-wide association study identifies a significant colorectal cancer susceptibility locus at chromosome 10p14.	Colorectal cancer	529 Japanese ancestry cases, 521 Japanese ancestry controls	1,269 Japanese ancestry cases, 2,104 Japanese ancestry controls	Affymetrix [280972]	1	colorectal cancer	http://www.ebi.ac.uk/efo/EFO_0005842	GCST004839	Genome-wide genotyping array
2017-10-05	28869801	Takahashi Y	2017-09-04	Cancer Sci	www.ncbi.nlm.nih.gov/pubmed/28869801	Japanese genome-wide association study identifies a significant colorectal cancer susceptibility locus at chromosome 10p14.	Colorectal cancer	529 Japanese ancestry cases, 521 Japanese ancestry controls	1,181 Japanese ancestry cases, 1,617 Japanese ancestry controls	Affymetrix [280972]	0	colorectal cancer	http://www.ebi.ac.uk/efo/EFO_0005842	GCST004840	Genome-wide genotyping array
