Disease trait	EFO term	EFO URI	Parent term	Parent URI
Smoking interaction in non-small cell lung cancer (1df test)	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Cancer	http://www.ebi.ac.uk/efo/EFO_0000616
Squamous cell carcinoma	non-small cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0003060	Cancer	http://www.ebi.ac.uk/efo/EFO_0000616
Right-sided colonic diverticulosis	colonic diverticula	http://purl.obolibrary.org/obo/HP_0002253	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
3-month functional outcome in ischaemic stroke (modified Rankin score)	stroke outcome severity measurement	http://www.ebi.ac.uk/efo/EFO_0009603	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
3-month functional outcome in lacunar ischaemic stroke (modified Rankin score)	stroke outcome severity measurement	http://www.ebi.ac.uk/efo/EFO_0009603	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
3-month functional outcome in non-lacunar ischaemic stroke (modified Rankin score)	stroke outcome severity measurement	http://www.ebi.ac.uk/efo/EFO_0009603	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Weight loss (gastric bypass surgery)	body weight loss	http://www.ebi.ac.uk/efo/EFO_0005245	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Hypersomnia (HLA-DQB1*06:02 negative)	hypersomnia	http://www.ebi.ac.uk/efo/EFO_0005246	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Hypersomnia during a major depressive episode in bipolar disorder	hypersomnia	http://www.ebi.ac.uk/efo/EFO_0005246	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Anti-Helicobacter pylori IgG levels	anti-Helicobacter pylori serum IgG measurement	http://www.ebi.ac.uk/efo/EFO_0005247	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Helicobacter pylori serologic status	anti-Helicobacter pylori serum IgG measurement	http://www.ebi.ac.uk/efo/EFO_0005247	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Polymyositis	polymyositis	http://www.ebi.ac.uk/efo/EFO_0003063	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Self-employment	employment status	http://www.ebi.ac.uk/efo/EFO_0005241	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Psychosis (methamphetamine induced)	methamphetamine-induced psychosis	http://www.ebi.ac.uk/efo/EFO_0005242	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Circulating myeloperoxidase levels (plasma)	myeloperoxidase measurement	http://www.ebi.ac.uk/efo/EFO_0005243	Cardiovascular measurement	http://www.ebi.ac.uk/efo/EFO_0004298
Circulating myeloperoxidase levels (serum)	myeloperoxidase measurement	http://www.ebi.ac.uk/efo/EFO_0005243	Cardiovascular measurement	http://www.ebi.ac.uk/efo/EFO_0004298
Weight loss (gastric bypass surgery)	gastric bypass	http://www.ebi.ac.uk/efo/EFO_0005244	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Job-related exhaustion	occupation-related stress disorder	http://www.ebi.ac.uk/efo/EFO_0005250	Neurological disorder	http://www.ebi.ac.uk/efo/EFO_0000618
Disorders of lipid metabolism	Abnormality of lipid metabolism	http://purl.obolibrary.org/obo/HP_0003119	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Placental abruption	Abruptio Placentae	http://www.ebi.ac.uk/efo/EFO_1001754	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Petaloid toenail	petaloid toenail	http://www.ebi.ac.uk/efo/EFO_0007879	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Alanine aminotransferase levels in excessive alcohol consumption	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alanine aminotransferase levels in low alcohol consumption	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol consumption	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol consumption (drinkers vs non-drinkers)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol consumption (drinks per week)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol consumption (drinks per week) (MTAG)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol consumption (heavy vs. light/non-drinkers)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol consumption (max-drinks)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol consumption in current drinkers	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol consumption over the past year	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol dependence (giving up activities)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Alcohol use disorder (consumption score)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Aspartate aminotransferase levels in excessive alcohol consumption	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Aspartate aminotransferase levels in low alcohol consumption	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Blood pressure x alcohol consumption interaction	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Body mass index (alcohol intake interaction)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Cardiometabolic traits	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Colorectal cancer (alcohol consumption interaction)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Colorectal cancer (environment interaction)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Diastolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Gamma glutamyl transferase levels in excessive alcohol consumption	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Gamma glutamyl transferase levels in low alcohol consumption	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (1df)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
HDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Hip bone mineral density and alcohol drinking	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (1df)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Maximum habitual alcohol consumption	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Orofacial clefts (maternal alcohol consumption interaction)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Pulse pressure x alcohol consumption (light vs heavy) interaction (2df test)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Spine bone mineral density and alcohol drinking	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (1df)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Waist-to-hip circumference ratio (alcohol intake interaction)	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Whole body bone mineral density and alcohol drinking	alcohol consumption measurement	http://www.ebi.ac.uk/efo/EFO_0007878	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Bacteremia	bacteriemia	http://www.ebi.ac.uk/efo/EFO_0003033	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Multiple traits (pleiotropy)	bacteriemia	http://www.ebi.ac.uk/efo/EFO_0003033	Other disease	http://www.ebi.ac.uk/efo/EFO_0000408
Daytime sleepiness	excessive daytime sleepiness measurement	http://www.ebi.ac.uk/efo/EFO_0007875	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Excessive daytime sleepiness	excessive daytime sleepiness measurement	http://www.ebi.ac.uk/efo/EFO_0007875	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Sleep traits (multi-trait analysis)	excessive daytime sleepiness measurement	http://www.ebi.ac.uk/efo/EFO_0007875	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Central corneal thickness	central corneal thickness	http://www.ebi.ac.uk/efo/EFO_0005213	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Cognitive performance (processing speed)	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
Cognitive performance (processing speed) in major depressive disorder	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
Cognitive performance (processing speed) x major depressive disorder status interaction	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
Cognitive performance (processing speed) x major depressive disorder type interaction	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
Information processing speed	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
perceptual and visual search speed (trail making test A)	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
perceptual and visual search speed (trail making test A) (age interaction)	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
perceptual and visual search speed and executive function (trail making test BA)	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
perceptual and visual search speed and executive function (trail making test BA) (age interaction)	information processing speed	http://www.ebi.ac.uk/efo/EFO_0004363	Biological process	http://purl.obolibrary.org/obo/GO_0008150
Gut microbiota (alpha diversity)	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Gut microbiota (bacterial taxa)	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Gut microbiota (beta diversity)	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Gut microbiota (functional units)	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Gut microbiota relative abundance (bacterial taxa)	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Cognitive decline	psychomotor performance	http://www.ebi.ac.uk/efo/EFO_0004362	Biological process	http://purl.obolibrary.org/obo/GO_0008150
Number of sexual partners	risky sexual behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0007877	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Risky sexual behaviors (alcohol dependence interaction)	risky sexual behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0007877	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Risky sexual behaviors in alcohol dependence	risky sexual behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0007877	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Insomnia	insomnia measurement	http://www.ebi.ac.uk/efo/EFO_0007876	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Insomnia (caffeine-induced)	insomnia measurement	http://www.ebi.ac.uk/efo/EFO_0007876	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Insomnia symptoms (never/rarely vs. sometimes/usually)	insomnia measurement	http://www.ebi.ac.uk/efo/EFO_0007876	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Insomnia symptoms (never/rarely vs. usually)	insomnia measurement	http://www.ebi.ac.uk/efo/EFO_0007876	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Sleep traits (multi-trait analysis)	insomnia measurement	http://www.ebi.ac.uk/efo/EFO_0007876	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Non-response to citalopram or escitalopram and depression	response to escitalopram	http://www.ebi.ac.uk/efo/EFO_0007871	Response to drug	http://purl.obolibrary.org/obo/GO_0042493
Response to citalopram or escitalopram and depression	response to escitalopram	http://www.ebi.ac.uk/efo/EFO_0007871	Response to drug	http://purl.obolibrary.org/obo/GO_0042493
Response to citalopram or escitalopram in depression	response to escitalopram	http://www.ebi.ac.uk/efo/EFO_0007871	Response to drug	http://purl.obolibrary.org/obo/GO_0042493
Aspirin exacerbated respiratory disease in asthmatics	aspirin induced asthma	http://purl.obolibrary.org/obo/HP_0012042	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Aspirin intolerance in asthmatics	aspirin induced asthma	http://purl.obolibrary.org/obo/HP_0012042	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Brain connectivity	brain connectivity measurement	http://www.ebi.ac.uk/efo/EFO_0005210	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Hip minimal joint space width	cartilage thickness measurement	http://www.ebi.ac.uk/efo/EFO_0007873	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Aspirin hydrolysis (plasma)	aspirin hydrolysis measurement	http://www.ebi.ac.uk/efo/EFO_0005211	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Caffeine metabolism (plasma 1,3,7-trimethyluric acid level)	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Caffeine metabolism (plasma 1,3,7-trimethylxanthine (caffeine) level)	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Caffeine metabolism (plasma 1,3-dimethylxanthine (theophylline) level)	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) level)	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Caffeine metabolism (plasma 3,7-dimethylxanthine (theobromine) level)	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	Other measurement	http://www.ebi.ac.uk/efo/EFO_0001444
Personality dimensions	personality trait	http://www.ebi.ac.uk/efo/EFO_0004365	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Personality traits in bipolar disorder	personality trait	http://www.ebi.ac.uk/efo/EFO_0004365	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Temperament (bipolar disorder)	personality trait	http://www.ebi.ac.uk/efo/EFO_0004365	Other trait	http://www.ebi.ac.uk/efo/EFO_0000001
Response to dendritic cell-based immunotherapy in HIV infection	response to dendritic cell-based immunotherapy	http://www.ebi.ac.uk/efo/EFO_0007880	Response to drug	http://purl.obolibrary.org/obo/GO_0042493
