	STUDY ACCESSION	DISEASE/TRAIT	Disease trait	Parent term
10583	GCST001835	Response to cholinesterase inhibitors in Alzheimer's disease	Response to cholinesterase inhibitors in Alzheimer's disease	Neurological disorder
10584	GCST001772	Response to TNF-alpha inhibitors in rheumatoid arthritis	Response to TNF-alpha inhibitors in rheumatoid arthritis	Immune system disorder
10585	GCST001772	Response to TNF-alpha inhibitors in rheumatoid arthritis	Response to TNF-alpha inhibitors in rheumatoid arthritis	Response to drug
10586	GCST001767	Aging (facial)	Aging (facial)	Biological process
10587	GCST001769	Alcohol and nicotine co-dependence	Alcohol and nicotine co-dependence	Neurological disorder
10588	GCST001768	Behcet's disease	Behcet's disease	Cardiovascular disease
10589	GCST001766	Non-alcoholic fatty liver disease histology (other)	Non-alcoholic fatty liver disease histology (other)	Liver enzyme measurement
10590	GCST001766	Non-alcoholic fatty liver disease histology (other)	Non-alcoholic fatty liver disease histology (other)	Cancer
10591	GCST001766	Non-alcoholic fatty liver disease histology (other)	Non-alcoholic fatty liver disease histology (other)	Digestive system disorder
10592	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10593	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10594	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10595	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10596	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10597	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10598	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10599	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10600	GCST001765	Red blood cell traits	Red blood cell traits	Hematological measurement
10601	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10602	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10603	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10604	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10605	GCST001762	Obesity-related traits	Obesity-related traits	Liver enzyme measurement
10606	GCST001762	Obesity-related traits	Obesity-related traits	Liver enzyme measurement
10607	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10608	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10609	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10610	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10611	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10612	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10613	GCST001762	Obesity-related traits	Obesity-related traits	Cardiovascular measurement
10614	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10615	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10616	GCST001762	Obesity-related traits	Obesity-related traits	Inflammatory measurement
10617	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10618	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10619	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10620	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10621	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10622	GCST001762	Obesity-related traits	Obesity-related traits	Lipid or lipoprotein measurement
10623	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10624	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10625	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10626	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10627	GCST001762	Obesity-related traits	Obesity-related traits	Biological process
10628	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10629	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10630	GCST001762	Obesity-related traits	Obesity-related traits	Inflammatory measurement
10631	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10632	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10633	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10634	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10635	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10636	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10637	GCST001762	Obesity-related traits	Obesity-related traits	Lipid or lipoprotein measurement
10638	GCST001762	Obesity-related traits	Obesity-related traits	Lipid or lipoprotein measurement
10639	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10640	GCST001762	Obesity-related traits	Obesity-related traits	Inflammatory measurement
10641	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10642	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10643	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10644	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10645	GCST001762	Obesity-related traits	Obesity-related traits	Body measurement
10646	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10647	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10648	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10649	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10650	GCST001762	Obesity-related traits	Obesity-related traits	Cardiovascular measurement
10651	GCST001762	Obesity-related traits	Obesity-related traits	Lipid or lipoprotein measurement
10652	GCST001762	Obesity-related traits	Obesity-related traits	Metabolic disorder
10653	GCST001762	Obesity-related traits	Obesity-related traits	Cardiovascular measurement
10654	GCST001762	Obesity-related traits	Obesity-related traits	Lipid or lipoprotein measurement
10655	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10656	GCST001762	Obesity-related traits	Obesity-related traits	Inflammatory measurement
10657	GCST001762	Obesity-related traits	Obesity-related traits	Inflammatory measurement
10658	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10659	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10660	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10661	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10662	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10663	GCST001762	Obesity-related traits	Obesity-related traits	Inflammatory measurement
10664	GCST001762	Obesity-related traits	Obesity-related traits	Biological process
10665	GCST001762	Obesity-related traits	Obesity-related traits	Biological process
10666	GCST001762	Obesity-related traits	Obesity-related traits	Other measurement
10667	GCST001761	Cognitive decline	Cognitive decline	Other trait
10668	GCST001761	Cognitive decline	Cognitive decline	Biological process
10669	GCST001790	Gout	Gout	Metabolic disorder
10670	GCST001789	Lipoprotein diameter	Lipoprotein diameter	Other disease
10671	GCST001788	Digit length ratio	Digit length ratio	Body measurement
10672	GCST001785	Crohn's disease	Crohn's disease	Digestive system disorder
10673	GCST001787	Colorectal cancer	Colorectal cancer	Cancer
10674	GCST001786	Dental caries	Dental caries	Digestive system disorder
10675	GCST001784	Pulmonary function (smoking interaction)	Pulmonary function (smoking interaction)	Other measurement
10676	GCST001784	Pulmonary function (smoking interaction)	Pulmonary function (smoking interaction)	Other measurement
10677	GCST001784	Pulmonary function (smoking interaction)	Pulmonary function (smoking interaction)	Other measurement
10678	GCST001784	Pulmonary function (smoking interaction)	Pulmonary function (smoking interaction)	Other measurement
10679	GCST001763	Asthma	Asthma	Other disease
10680	GCST001759	Type 2 diabetes	Type 2 diabetes	Metabolic disorder
10681	GCST001758	Birth weight	Birth weight	Body measurement
10682	GCST001757	Schizophrenia	Schizophrenia	Neurological disorder
10683	GCST005524	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	Immune system disorder
10684	GCST005524	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	Immune system disorder
10685	GCST005524	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	Immune system disorder
10686	GCST005527	Psoriasis	Psoriasis	Immune system disorder
10687	GCST005525	Hashimoto thyroiditis	Hashimoto thyroiditis	Immune system disorder
10688	GCST001814	Age-related macular degeneration	Age-related macular degeneration	Neurological disorder
10689	GCST001814	Age-related macular degeneration	Age-related macular degeneration	Neurological disorder
10690	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10691	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10692	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10693	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10694	GCST001813	Hematology traits	Hematology traits	Cardiovascular measurement
10695	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10696	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10697	GCST001813	Hematology traits	Hematology traits	Other measurement
10698	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10699	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10700	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10701	GCST001813	Hematology traits	Hematology traits	Hematological measurement
10702	GCST001811	Bipolar disorder (mania)	Bipolar disorder (mania)	Neurological disorder
10703	GCST001812	Epstein-Barr virus immune response (EBNA-1)	Epstein-Barr virus immune response (EBNA-1)	Other disease
10704	GCST001812	Epstein-Barr virus immune response (EBNA-1)	Epstein-Barr virus immune response (EBNA-1)	Other measurement
10705	GCST001810	Menopause (age at onset)	Menopause (age at onset)	Other measurement
10706	GCST001809	Type 2 diabetes	Type 2 diabetes	Metabolic disorder
10707	GCST001808	Tumor biomarkers	Tumor biomarkers	Other measurement
10708	GCST001807	Tetralogy of Fallot	Tetralogy of Fallot	Other trait
10709	GCST001806	Corneal structure	Corneal structure	Other measurement
10710	GCST001806	Corneal structure	Corneal structure	Neurological disorder
10711	GCST001795	Systemic lupus erythematosus	Systemic lupus erythematosus	Immune system disorder
10712	GCST001794	Colorectal cancer (SNP x SNP interaction)	Colorectal cancer (SNP x SNP interaction)	Cancer
10713	GCST001793	Coagulation factor levels	Coagulation factor levels	Other measurement
10714	GCST001791	Urate levels	Urate levels	Metabolic disorder
10715	GCST001791	Urate levels	Urate levels	Other measurement
10716	GCST001792	Colorectal cancer	Colorectal cancer	Cancer
10717	GCST001818	Metabolite levels (HVA/5-HIAA ratio)	Metabolite levels (HVA/5-HIAA ratio)	Other measurement
10718	GCST001818	Metabolite levels (HVA/5-HIAA ratio)	Metabolite levels (HVA/5-HIAA ratio)	Other measurement
10719	GCST001823	Metabolite levels (HVA/MHPG ratio)	Metabolite levels (HVA/MHPG ratio)	Other measurement
10720	GCST001823	Metabolite levels (HVA/MHPG ratio)	Metabolite levels (HVA/MHPG ratio)	Other measurement
10721	GCST001819	Corneal astigmatism	Corneal astigmatism	Neurological disorder
10722	GCST001819	Corneal astigmatism	Corneal astigmatism	Other trait
10723	GCST001821	Metabolite levels (5-HIAA/ MHPG Ratio)	Metabolite levels (5-HIAA/ MHPG Ratio)	Other measurement
10724	GCST001821	Metabolite levels (5-HIAA/ MHPG Ratio)	Metabolite levels (5-HIAA/ MHPG Ratio)	Other measurement
10725	GCST001822	Metabolite levels (MHPG)	Metabolite levels (MHPG)	Other measurement
10726	GCST001820	Metabolite levels (5-HIAA)	Metabolite levels (5-HIAA)	Other measurement
10727	GCST001824	Metabolite levels (HVA)	Metabolite levels (HVA)	Other measurement
10728	GCST001817	Metabolite levels (HVA-5-HIAA Factor score)	Metabolite levels (HVA-5-HIAA Factor score)	Other measurement
10729	GCST001817	Metabolite levels (HVA-5-HIAA Factor score)	Metabolite levels (HVA-5-HIAA Factor score)	Other measurement
10730	GCST001816	Breast cancer (prognosis)	Breast cancer (prognosis)	Cancer
