	STUDY ACCESSION	DISEASE/TRAIT	Disease trait	Parent term
11434	GCST006094	Straight vs curly hair	Straight vs curly hair	Other measurement
11435	GCST006094	Straight vs curly hair	Straight vs curly hair	Other trait
11436	GCST006095	Excessive hairiness	Excessive hairiness	Other trait
11437	GCST006090	Excessive sweating	Excessive sweating	Other trait
11438	GCST006096	Age spots	Age spots	Other measurement
11439	GCST006684	Electroencephalogram traits	Electroencephalogram traits	Other measurement
11440	GCST006684	Electroencephalogram traits	Electroencephalogram traits	Other measurement
11441	GCST006684	Electroencephalogram traits	Electroencephalogram traits	Other measurement
11442	GCST006684	Electroencephalogram traits	Electroencephalogram traits	Other measurement
11443	GCST006684	Electroencephalogram traits	Electroencephalogram traits	Other measurement
11444	GCST006684	Electroencephalogram traits	Electroencephalogram traits	Other measurement
11445	GCST006279	Cerebrospinal fluid α-synuclein levels	Cerebrospinal fluid α-synuclein levels	Other measurement
11446	GCST006279	Cerebrospinal fluid α-synuclein levels	Cerebrospinal fluid α-synuclein levels	Other measurement
11447	GCST007444	Chronic rhinosinusitis	Chronic rhinosinusitis	Neurological disorder
11448	GCST007443	Nasal polyps	Nasal polyps	Cancer
11449	GCST008514	Peginterferon alfa-2a treatment response in chronic hepatitis B infection	Peginterferon alfa-2a treatment response in chronic hepatitis B infection	Response to drug
11450	GCST008514	Peginterferon alfa-2a treatment response in chronic hepatitis B infection	Peginterferon alfa-2a treatment response in chronic hepatitis B infection	Digestive system disorder
11451	GCST008109	Fasting blood proinsulin levels	Fasting blood proinsulin levels	Other measurement
11452	GCST008110	Insulinogenic index	Insulinogenic index	Other measurement
11453	GCST008111	Insulin disposition index	Insulin disposition index	Other measurement
11454	GCST008113	Proinsulin levels (late-phase conversion)	Proinsulin levels (late-phase conversion)	Other measurement
11455	GCST008112	Proinsulin levels (early-phase conversion)	Proinsulin levels (early-phase conversion)	Other measurement
11456	GCST007239	Ovarian cancer	Ovarian cancer	Cancer
11457	GCST008388	Acute post-radiotherapy pain in breast cancer	Acute post-radiotherapy pain in breast cancer	Other trait
11458	GCST008388	Acute post-radiotherapy pain in breast cancer	Acute post-radiotherapy pain in breast cancer	Cancer
11459	GCST008388	Acute post-radiotherapy pain in breast cancer	Acute post-radiotherapy pain in breast cancer	Biological process
11460	GCST007161	beta-lactam allergy measurement	beta-lactam allergy measurement	Other measurement
11461	GCST008498	Meningococcal C IgG concentrations post childhood immunization	Meningococcal C IgG concentrations post childhood immunization	Response to drug
11462	GCST008498	Meningococcal C IgG concentrations post childhood immunization	Meningococcal C IgG concentrations post childhood immunization	Other measurement
11463	GCST008499	Meningococcal C functional antibody titers post childhood immunization	Meningococcal C functional antibody titers post childhood immunization	Response to drug
11464	GCST008499	Meningococcal C functional antibody titers post childhood immunization	Meningococcal C functional antibody titers post childhood immunization	Other measurement
11465	GCST008500	Tetanus toxoid IgG concentrations post childhood immunization	Tetanus toxoid IgG concentrations post childhood immunization	Response to drug
11466	GCST008500	Tetanus toxoid IgG concentrations post childhood immunization	Tetanus toxoid IgG concentrations post childhood immunization	Other measurement
11467	GCST008501	Haemophilus influenza type b polyribosylribitol phosphate IgG concentrations post childhood immunization	Haemophilus influenza type b polyribosylribitol phosphate IgG concentrations post childhood immunization	Response to drug
11468	GCST008501	Haemophilus influenza type b polyribosylribitol phosphate IgG concentrations post childhood immunization	Haemophilus influenza type b polyribosylribitol phosphate IgG concentrations post childhood immunization	Other measurement
11469	GCST008433	Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	Lipid or lipoprotein measurement
11470	GCST008433	Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	Cardiovascular disease
11471	GCST007229	Thiopurine-induced early leukopenia in Crohn's disease	Thiopurine-induced early leukopenia in Crohn's disease	Digestive system disorder
11472	GCST007229	Thiopurine-induced early leukopenia in Crohn's disease	Thiopurine-induced early leukopenia in Crohn's disease	Other trait
11473	GCST007229	Thiopurine-induced early leukopenia in Crohn's disease	Thiopurine-induced early leukopenia in Crohn's disease	Response to drug
11474	GCST008555	Breakfast cereal skipping frequency	Breakfast cereal skipping frequency	Other measurement
11475	GCST008556	Breakfast skipping	Breakfast skipping	Other measurement
11476	GCST007090	Knee osteoarthritis	Knee osteoarthritis	Other disease
11477	GCST007091	Osteoarthritis (hip)	Osteoarthritis (hip)	Other disease
11478	GCST007091	Osteoarthritis (hip)	Osteoarthritis (hip)	Other disease
11479	GCST007092	Osteoarthritis of the hip or knee	Osteoarthritis of the hip or knee	Other disease
11480	GCST007092	Osteoarthritis of the hip or knee	Osteoarthritis of the hip or knee	Other disease
11481	GCST007093	Osteoarthritis	Osteoarthritis	Other disease
11482	GCST007225	Varicose veins	Varicose veins	Other trait
11483	GCST006914	Sleep duration	Sleep duration	Other measurement
11484	GCST006913	Sedentary behaviour duration	Sedentary behaviour duration	Other measurement
11485	GCST007110	Physical activity (walking duration)	Physical activity (walking duration)	Other measurement
11486	GCST006915	Physical activity (moderate intensity activity duration)	Physical activity (moderate intensity activity duration)	Other measurement
11487	GCST006912	Physical activity (overall physical activity time)	Physical activity (overall physical activity time)	Other measurement
11488	GCST006936	Mitochondrial DNA levels	Mitochondrial DNA levels	Other measurement
11489	GCST008149	Age at menopause	Age at menopause	Other measurement
11490	GCST007365	Progression-free survival response to gemcitabine in breast cancer	Progression-free survival response to gemcitabine in breast cancer	Cancer
11491	GCST007365	Progression-free survival response to gemcitabine in breast cancer	Progression-free survival response to gemcitabine in breast cancer	Other measurement
11492	GCST007365	Progression-free survival response to gemcitabine in breast cancer	Progression-free survival response to gemcitabine in breast cancer	Response to drug
11493	GCST007366	Homocysteine level response to multivitamin in cerebral infarction	Homocysteine level response to multivitamin in cerebral infarction	Cardiovascular disease
11494	GCST007366	Homocysteine level response to multivitamin in cerebral infarction	Homocysteine level response to multivitamin in cerebral infarction	Biological process
11495	GCST007366	Homocysteine level response to multivitamin in cerebral infarction	Homocysteine level response to multivitamin in cerebral infarction	Cardiovascular measurement
11496	GCST007179	Fasting glucose in pregnancy (gestational week 14-16)	Fasting glucose in pregnancy (gestational week 14-16)	Other measurement
11497	GCST007180	Fasting glucose in pregnancy (gestational week 30-32)	Fasting glucose in pregnancy (gestational week 30-32)	Other measurement
11498	GCST007181	Two-hour glucose in pregnancy (gestational week 14-16)	Two-hour glucose in pregnancy (gestational week 14-16)	Other measurement
11499	GCST007182	Two-hour glucose in pregnancy (gestational week 30-32)	Two-hour glucose in pregnancy (gestational week 30-32)	Other measurement
11500	GCST007183	General glucose level in pregnancy (gestational week 14-16)	General glucose level in pregnancy (gestational week 14-16)	Other measurement
11501	GCST007184	General glucose level in pregnancy (gestational week 30-32)	General glucose level in pregnancy (gestational week 30-32)	Other measurement
11502	GCST007185	Timing of glucose curve peak in pregnancy (gestational week 14-16)	Timing of glucose curve peak in pregnancy (gestational week 14-16)	Other measurement
11503	GCST007186	Timing of glucose curve peak in pregnancy (gestational week 30-32)	Timing of glucose curve peak in pregnancy (gestational week 30-32)	Other measurement
11504	GCST006903	Hip shape (DXA scan)	Hip shape (DXA scan)	Body measurement
11505	GCST007364	Gallstone disease	Gallstone disease	Digestive system disorder
11506	GCST007364	Gallstone disease	Gallstone disease	Digestive system disorder
11507	GCST007744	Hyperglycemia	Hyperglycemia	Other measurement
11508	GCST007745	Hyperglycemia in obesity	Hyperglycemia in obesity	Metabolic disorder
11509	GCST007745	Hyperglycemia in obesity	Hyperglycemia in obesity	Other measurement
11510	GCST007746	Hyperglycemia in non-obese individuals	Hyperglycemia in non-obese individuals	Other measurement
11511	GCST007747	Hyperglycemia in lower physical activity	Hyperglycemia in lower physical activity	Other measurement
11512	GCST007747	Hyperglycemia in lower physical activity	Hyperglycemia in lower physical activity	Other measurement
11513	GCST007748	Hyperglycemia in higher physical activity	Hyperglycemia in higher physical activity	Other measurement
11514	GCST007748	Hyperglycemia in higher physical activity	Hyperglycemia in higher physical activity	Other measurement
11515	GCST007749	Hyperglycemia in more-fat diet	Hyperglycemia in more-fat diet	Lipid or lipoprotein measurement
11516	GCST007749	Hyperglycemia in more-fat diet	Hyperglycemia in more-fat diet	Other measurement
11517	GCST007750	Hyperglycemia in less-fat diet	Hyperglycemia in less-fat diet	Lipid or lipoprotein measurement
11518	GCST007750	Hyperglycemia in less-fat diet	Hyperglycemia in less-fat diet	Other measurement
11519	GCST007751	Homeostasis model assessment of insulin resistance in obesity	Homeostasis model assessment of insulin resistance in obesity	Metabolic disorder
11520	GCST007751	Homeostasis model assessment of insulin resistance in obesity	Homeostasis model assessment of insulin resistance in obesity	Other trait
11521	GCST007752	Homeostasis model assessment of insulin resistance in non-obese individuals	Homeostasis model assessment of insulin resistance in non-obese individuals	Other trait
11522	GCST007753	Homeostasis model assessment of insulin resistance in higher physical activity	Homeostasis model assessment of insulin resistance in higher physical activity	Other measurement
11523	GCST007753	Homeostasis model assessment of insulin resistance in higher physical activity	Homeostasis model assessment of insulin resistance in higher physical activity	Other trait
11524	GCST007754	Homeostasis model assessment of insulin resistance in lower physical activity	Homeostasis model assessment of insulin resistance in lower physical activity	Other measurement
11525	GCST007754	Homeostasis model assessment of insulin resistance in lower physical activity	Homeostasis model assessment of insulin resistance in lower physical activity	Other trait
11526	GCST007755	Homeostasis model assessment of insulin resistance in more-fat diet	Homeostasis model assessment of insulin resistance in more-fat diet	Lipid or lipoprotein measurement
11527	GCST007755	Homeostasis model assessment of insulin resistance in more-fat diet	Homeostasis model assessment of insulin resistance in more-fat diet	Other trait
11528	GCST007756	Homeostasis model assessment of insulin resistance in less-fat diet	Homeostasis model assessment of insulin resistance in less-fat diet	Lipid or lipoprotein measurement
11529	GCST007756	Homeostasis model assessment of insulin resistance in less-fat diet	Homeostasis model assessment of insulin resistance in less-fat diet	Other trait
11530	GCST007757	Hyperglycemia x BMI interaction	Hyperglycemia x BMI interaction	Body measurement
11531	GCST007757	Hyperglycemia x BMI interaction	Hyperglycemia x BMI interaction	Other measurement
11532	GCST007758	Hyperglycemia x physical activity interaction	Hyperglycemia x physical activity interaction	Other measurement
